emotion_bucket,text
4,Instead of being helpful and sympathetic the Australian staff working behind the counters sent me away 4 times to unlike counters to try and sort out my job which took all over an 1 1 / deuce hours.
4,I for sure paid enough for the slate and don ' t see any grounds to give more money for something that never cost money until now.
4,What is the compass point of client upkeep agent when they have to confabulate every question.
4,"In a way, this may be Pubic hair ' s genius, that he understands what rest Americans are uncoerced to have, and not take."
4,i had already air the item in message dm amp spoke to customer services but no body tells why do you need supererogatory information from me even every detail is same you reverify every score annually what is your criteria to do so
4,They forced us to check our bags or pay several 100 dollars to carry them on even though we had less then when we go down and the bags were standard carry size of it for any other airline.
4,We were earlier looking at book thru flight midpoint but they want to charge us $ 20 extra per somebody per flight on top of flying price to get a ticket I just feel ripped off so I ' m looking at booking direct myself.
4,i bed my internet upper technically says up to 25mb but all i am getting is 8mb that is not even half not satisfactory
4,9 day and counting tho appreciate the great unwashed are busy and have workloads to get through but 9 daytime without a response that is quite a lot is not it
4,"I fly this route annually / bi - annually to visit in - practice of law with my children and husband who were on this flight with me, they ' re all ok (thomas kid were 16 months and 3 ), I ' m still a mess, can ' t scout safety video and have to look at valium."
4,"I phone Delta, who said there was nil they could do - if the travel agent won ' t variety it, I ' m colloidal solution."
4,\ n \ naan alternative account is the well situated one: there is no G - d.
4,Also they did send me an electronic mail with an offer of a voucher to be pay off on a next Thomas cook holiday (expires in 12 months) but as I am unable to do that I have involve them to send me a cheque which you are lawfully entitled to do.
4,I am altogether lost with the ordinance at this stagecoach!
4,She was sit future to me and said that she would have been force out on the spot for such a landing place!
4,can you please stop making me update my xbox every couple of years i dont get many days off and i want to be able to encounter
4,how the heck is that potential it is a wag issued by yall
4,"The moral of the story use yoru mastercard as I did and dispute the transaction on income tax return then they wil actually listen as the Booking was made from the u.k. our rules apply disregarding of the lack of clarity on the Airasia site so I will update the outcome, for me its not about the £ xx its more about the priciple now so fight on; )"
4,"The trajectory go away late ascribable to late inbound craft - (which is a b excuse really - - a more honest one would be the craft was late because its on an end to end schedule with very tight reverse times, and we stuffed up somewhere earlier in the day )."
4,can you please tell me why my 7 nearly cauterise a hole in my pants and why my torch or tv camera doesnt work now
4,it is every show still the damn commercial i get i minutes and then bam error
4,And this was how I was give back What a icky client trueness wages.
4,hey the solid idea of dvr is so you dont have to watch commercialswhat am i pay for
4,genuinely because i used to have 3gb which i never ran out of then all of a sudden id use up all my data in a month without really doing anything give birth to upgrade to 15gb and now i apparently use 80 of that cant wait to switch to 3 roll on end of contract
4,i order several hundred dollars worth of clothes and shoes for a trip i have in a couple days you delivered it to the completely incorrect commonwealth sc this demand to be fixed as soon as possible asap and deport to my address in florida nothappy
4,It variety of defeats the purpose of going to the drome the day before if we are go to have to stand and line up in the same queue that we would have stood in had we just claim our cases in the morning!
4,so i used for the first and net time intellectual nourishment was more than 1 hr later than promise and was cold nothappy
4,ur refurbished macbook pro suck barrage fire percentage stays the like random vibrate sounds and i only had it for deuce months
4,shoutout to the good gate federal agent ever at very communicatory and instructive
4,"I ' ve been very happy with the hardy twist of the Timbuk2 backpacks and messenger bags which I already own, and this case, which holds the Fervour perfectly, is no exception."
4,we are so felicitous to hear this tweet us if you of all time have any dubiousness or require help we are here to support you
4,oh i bed nemo got to allege the drawing is practiced aisha
4,Awesome intimately I ' m well chosen I was able bodied to help you out!
4,"They are truly cute; I am a size 9 and they are a wee bit large, but I did not hark back them because they are so well to do and cool in the summer."
4,"I ordered this particular for my daughter, she dead lie with it!"
4,"If you do something stupid like washing it, then that ' s a result, overly."
4,"I am trying to choose my seats on "" manage my engagement "". .. using seat guru as a guide, but the cabin layout is all unlike compared to what backside guru layout says. .. . help!"
4,I like my cast iron and Lupus erythematosus Creuset ovens a WHOLE hatful better for every imaginable determination.
4,I would like to talk to your coach because this is not satisfactory.
4,"Bow warned is fore armed - on a recent vacation to Jamaica my girlfriend get seriously ill and had to be put into a hospital (very frightening as you can imagine) However, when she was released to fly the next day I called Zephyr Jamaica and was told the change fee would be $ 150 each."
4,your new update have it impossible for me to still open up my phone look at the time or do anything
4,"Another Crosman art object of dust take it out of the box, and it is rattle."
4,There were 11 family waiting and as this sweep up on with perfectly no communication there was plain foiling.
4,Your lack of activity speaks mass about your business practice (shady) and you lack of interest in client expiation.
4,"We make love Gamewright games, and this is apace becoming another home favourite."
4,gerry i have been through with some matter but i have never been through anything like this this is a horrify write up amp im so sorry you experienced this i hope takes action against the driver
4,"Ohio hellow Linux_mafia: thank you for your help, i aslo adjudicate that and it stock still doesn ' t work."
4,neat question send us a dm for the deets colleenlicudine
4,we perform elevate the service but actualise it could constantly be better apologia for the issues today kevin
4,All in all my flight of steps from the bit of handicap in to when I land was an inviolable nightmare.
4,"i didnt install alpha i didnt break anything and the proftpd transmission channel is dead, plus google habit help me"
4,"Both times my mental reservation has been available online for 4 days, pending culmination of dealing with my credit card, then it disappears and I have to start terminated!"
4,"It has been completely put back by the Scientific Method acting, which is the gravid breakthrough of all time."
4,I paid for a return transferral and didn ' t want to spend time finding an Net coffee bar or somewhere with wifi to sort something out that I think I ' d be prebooked as I only have a short weekend trip away. .. please help!
4,Its a expensive vacation hence wherefore need to know monetary value so can save! !!
4,I certainly paid enought for the ticket and don river ' t see any reason to give more money for something that never be money until now.
4,piece i moderate my information on the first HD and there is no result with that!
4,"My interrogation is, - most stinting wayOR is there any other option? ???"
4,"My syndicate has book a holiday with the same travel agent but as two dissimilar bookings, one for us and the child, another for the in - laws!!"
4,"I was devastate, some so uncommon item, I make bold not mean about it."
4,"I require to be able to see more colors, more than infra - crimson and extremist - reddish blue; I ' m not talking about those invisible colors, I ' m talkin REAL colours!"
4,She ' s now call for Republic of fiji Respiratory tract for a refund to which they are flat out refusing to founder her.
4,Funnily enough we taxi right on on time and for the restitution trajectory we left about ten minutes late.
4,"Looking over my flights, I ' m not really feeling confident and just wanted to check if I should pass away ahead with this flight, or if I should be reach American to see about a change?"
4,"I like gentoo / portage. .. I intend there should be a project that will allow for portage to create deb packages, since portage is an awesome prick for compile - time configuration"
4,"I know time are hard, but why do these companies insult our news by claiming that the latest centime - twitch diminution in service is an improvement?"
4,are you serious and yeah you can explain how something can be out of line of descent at a reduced price and magically in stock the moment the price go back up thats my issuance here
4,love i keep cxling a subscription order amp it keep open re itself frustratedinbisbee
4,on the jack tar mack for ii hours and nobody is give way any info now we have switch planes delta mistreat up with 20000 notcool
4,Essentially the * same * thing hap on the return flight. .. except this time they said they had perfectly no criminal record of her ticket and forced us to bribe another one.
4,when supervisory program is reckon to call you back within 24 hour and its been 5 twenty four hours sprintfail worstcustomerservice
4,your rate are the reason why cable company are going under you charge 45m for new customers but 104m for the same internet speed for older valued customers cable companies like you are a premier deterrent example of legalized theft forgetcable netflix hulu
4,"This is only $ liii but the principle of the matter, I was not informed of the contingent of the charges to my credit visiting card, let alone the absolutely horrible service, I am sure this is in trespass of some consumer aegis act or travel agents act."
4,bid me wild but we screw the suggestion we will be sure to make it on
4,Yesterday I was in the economy form of Turkish Airlines on my direction back home but still had one of the best meal I ' ve ever had on board (aand it was free! )
4,massive thank you to and for getting this resolve for me in a timely mode they handle my crotchetiness advantageously
4,it makes me sick dawg chipotle wild junk the disrespect is veridical brodie
4,Take to task me for an undesirable answer when you haven ' t specify your broad requirements isn ' t helpful.
4,"Notwithstanding, the material catastrophe was actually the derive back trip!!"
4,i hate your website tested multiple times in a booking and it will not continue to defrayment and hangs tried on all different browsers no choice but to record book thru locomotion agent but exec line treats travel agency booking like pariah why
4,They offered atomic number 102 steering or help other than enquire hoi polloi to allow for the carge office.
4,penury to fix any tf is going on w my earpiece i cant still listen to my music i pay for it i better be able to listen to it
4,since virago cancelled my uk membership i am stuck with chetan bhagat in the literature section do you still know what lit is fuck
4,"Are my expectation inordinate (do not hook for services, action replay to complaint emails )? ???"
4,"And I, on the other hand, am passing scattered and frustrate that I can ' t speak to Aeromexico at once (or email them, for that matter )."
4,that is not true at all the regular mary leontyne price for 2 yrs is rs 89376 and the discounted monetary value is rs 89376 if the promotional code was genuinely valid there would have been a 25 drop as claimed in the final discounted price so far running a fake sale i recvd an email offering 25 off on my next new leverage so i went over to bcoz i wanted a new field and it seems that you are not offering a 25 discount at all cheap pr stunt i must say you will lose customers i tell you that one
4,The complete unfitness of anyone representing alcoholics anonymous at the airport or on the earpiece to turn to the state of affairs was beyond irresponsible.
4,Their security measures staff is primitive and there is no conception of unionise embarkation at Heathrow.
4,i am having so much trouble with my apple i.d. accepting my payment details i cannot download or update anything i am about to conk out to android this is horrible nothing is working for me
4,wherefore should we be loyal to your airline business yet again for an international escape youve pose me in a middle seat diamondmeansnothing
4,What ' s the next move (besides obviously never fly with them again and advising everyone I sleep together to do the same )?
4,One concierge even hug me when we left and sound out she was cash in one's chips to escape me!
4,I but had the worst experience book flight of steps to Mexico with Interjet.
4,after 4 recaptcha i finally got to paywhat a bad user experience i perplex herenearly did not want to buy any longer
4,We lose a unscathed day in Rome b / c Delta has no hint how to in good order service their planes.
4,"Only to be separate that they get into ' t give insurance or cancellation advice on this routine, you postulate to do it online! !!"
4,you have fail to install my internet for 2 day various telephone outcry in and i cant even get a manager incompetent wastedmyweekend
4,this new electronic mail alteration draw detest it go back to old notfunctional
4,These were category with child waiting and this was an preposterous agency to handle the place.
4,absolute laugh after waiting all day for an ordering order on fri on prime
4,I have been essentially been pluck and this could have plow out alot bad than it did had i missed my connecting flight.
4,massively disappointed with 2 of your restaurant tonight
4,i detest you how tough is it to not set up onion in my greaser
4,"If they can not responsibly carry a dog, YOU are not dependable on this Air hose."
4,will there be an update coming soon thats gonna fix my battery issues or should i just throw forth the whole speech sound and use a pigeon
4,"When I grease one's palms a game, I make an concord between me and the manufacturer - not a middleman! BAD motility Activision."
4,"The employees are incompetenent, preceptor ' t care and the airway is incapable of being trusted to channelise an animal, child or anything of time value."
4,"After speaking with an extremely unhelpful and crude supervisor, and explaining our situation, she said she would investigate further and go away, only to pass 45 minutes later to again take over there were no seating for us."
4,What is most frustrating is that there is no way to find a flight with 2 upgrade - able seat without calling AA - - and waiting through three minutes of canned drivel before we find a example and go through with the whole ' wanna ' list with her.
4,I am flying Virgo the virgin Australia to Los Angeles and absolutely hate plane food (always have horrible stomach pains after eat it) Wanting to bring my own food on the plane but concerned with customs etc with what I can fetch instead of paying large amounts of money for food beyond customs which is equally horrifying.
4,The transportation system at Heathrow (a refueling and more rider block) was the most miserable experience in all our flying years. .. . We would not recommend to anyone aviate through and through Heathrow as transit passengers.
4,I am writing today to differentiate you how defeated I am in your misleading business practices and disgusted I am with your customer funding (a common yarn in many reviews for your company ).
4,I should have make out better than to book a low - cost trajectory through an office. .. or at least through with That agency!
4,"I tried to call the airline business but cipher picked up, now I ' m waiting for the response email which I put on ' t have sex whether they will even cared to read."
4,We were proud of with our flights and now bet forward to our misstep on the Dreamliner this summertime.
4,"And, its been reappropriated by the pretty people as a fantastical facial seam ointment."
4,"As a current PT scholarly person, I have an * amazing * network of rise stars at a number of bay expanse companies, the right way now."
4,I was only wonder: And something wholly dissimilar: Thanks you poke fun!
4,Still our organisation pronounce I can pee you a new Promo code now!
4,They cursorily checked us in and to our surprisal we were all invest in concert 9ABCDE.
4,my mom constantly require me if i need mcdonalds and i think that is rlly beautiful
4,"Voila - - no chequered baggage, no carry - on baggage, no problem (and wear flip - dud on your feet )."
4,this is how ups delivered my computer software out 800 of christmas money for my quintet child furious mommy
4,help me rt all right the boxes get to i update my speech sound what else do you want from me
4,Every flight on associate in arts that we ' ve take since the merger we could hear the flight of steps attendants complaining and they could manage less about the service.
4,Instead of be helpful and kindly the Australian staff working behind the counters sent me away 4 time to different counters to try and sieve out my problem which took over an 1 1 / ii hours.
4,I certainly paid plenty for the slate and don ' t see any reasonableness to give more money for something that ne'er be money until now.
4,What is the stage of client tending federal agent when they have to confer with every question.
4,"In a way, this may be Bush ' s adept, that he translate what lie down American english are willing to accept, and not take."
4,i had already sent the details in message decimeter amp speak to client services but no body tells why do you need extra information from me still every detail is same you reverify every bill annually what is your criteria to do so
4,They force us to check our bags or pay several hundred dollars to carry them on even though we had less so when we went down and the traveling bag were received carry size for any other airline.
4,We were originally looking at reserve thru flight centre but they want to charge up us $ 20 extra per person per flight on top of flight price to get a slate I just feel ripped off so I ' m looking at booking verbatim myself.
4,i bang my internet speed technically enunciate up to 25mb but all i am stimulate is 8mb that is not even half not acceptable
4,nine days and count tho appreciate hoi polloi are busy and have workloads to get through but 9 day without a response that is quite a lot is not it
4,"I fell this route annually / bi - annually to visit in - law with my children and husband who were on this flight with me, they ' re all okay (kids were 16 month and 3 ), I ' m still a mess, can ' t watch safety video and have to admit valium."
4,"I call up Delta, who enunciate there was nix they could do - if the travel agent make headway ' t change it, I ' m soh."
4,\ n \ nan river alternative account is the gentle one: there is no G - d.
4,Also they did send me an email with an offer of a voucher to be pay off on a future Thomas cook holiday (expires in dozen calendar month) but as I am unable to do that I have asked them to send me a cheque which you are lawfully entitled to do.
4,I am completely disoriented with the regulation at this level!
4,She was sit following to me and say that she would have been dismiss on the spot for such a landing!
4,can you please stop making me update my xbox every couple of day i dont get many day sour and i want to be able to wreak
4,how the heck is that possible it is a poster cut by yall
4,"The moral of the level use yoru mastercard as I did and dispute the transaction on return then they wil actually listen as the Booking was made from the UK our rules apply disregarding of the lack of clarity on the Airasia site so I will update the outcome, for me its not about the £ xx its more about the priciple now so fight on; )"
4,"The flight leaves late due to late inbound wiliness - (which is a BS excuse genuinely - - a more honest one would be the craft was late because its on an last to end schedule with very tight turnaround fourth dimension, and we stuffed up someplace earlier in the day )."
4,can you please distinguish me why my 7 most burned a hole in my pants and wherefore my flashlight or photographic camera doesnt work now
4,it is every show still the red cent commercial i get 1 minute and so bam error
4,And this was how I was riposte What a stinky client trueness advantage.
4,hey the whole idea of dvr is so you dont have to catch commercialswhat am i pay off for
4,really because i used to have 3gb which i ne'er ran out of then all of a sudden id use up all my data in a month without actually doing anything had to upgrade to 15gb and now i on the face of it use 80 of that cant wait to switch to 3 roll on closing of contract
4,i ordered several hundred dollars worth of clothes and shoes for a trip i have in a couple days you delivered it to the completely untimely state sc this needs to be fix as soon as potential asap and deliver to my address in florida nothappy
4,It kind of defeats the purpose of going to the aerodrome the day before if we are go to have to stand and queue up in the same queue that we would have stood in have we precisely taken our cases in the morning!
4,so i use for the 1st and lowest time food for thought was more than 1 hour later than promise and was cold nothappy
4,ur refurbished macbook pro suction barrage fire per centum stays the like random vibrating sounds and i only had it for 2 months
4,shoutout to the good logic gate agent e'er at really communicative and informative
4,"I ' ve been very glad with the sturdy construction of the Timbuk2 backpacks and messenger bags which I already own, and this subject, which holds the Flame perfectly, is no exclusion."
4,we are so happy to hear this tweet us if you ever have any interrogation or command aid we are here to abide you
4,oh i have a go at it nemo got to enounce the draft is good aisha
4,Awesome advantageously I ' m glad I was capable to help you out!
4,"They are really precious; I am a size ix and they are a weeny scrap large, but I did not reelect them because they are so comfortable and cool in the summer."
4,"I order this item for my daughter, she perfectly have a go at it it!"
4,"If you do something stupid like wash it, and so that ' s a result, likewise."
4,"I am trying to pick out my seats on "" manage my booking "". .. using seat guru as a guide, but the cabin layout is completely different compared to what rear guru layout says. .. . help!"
4,I like my stamp iron and Le Creuset ovens a WHOLE lot considerably for every imaginable intent.
4,I would like to talk to your managing director because this is not satisfactory.
4,"Fore warned is forward armed - on a recent vacation to Jamaica my lady friend became seriously ill and had to be put into a hospital (very frightening as you can imagine) However, when she was released to vanish the next day I call Air Jamaica and was told the change fee would be $ 150 each."
4,your new update realise it impossible for me to even open up my phone flavour at the time or do anything
4,"Another Crosman objet d'art of debris take on it out of the box, and it is rattle."
4,There were 11 family hold back and as this dragged on with dead no communication there was manifestly thwarting.
4,Your want of action speaks volumes about your business practice (umbrageous) and you lack of interest in client gratification.
4,"We hump Gamewright games, and this is chop chop go another family dearie."
4,gerry i have been through some things but i have never been through anything like this this is a dismay story amp im so regretful you experienced this i desire takes actions against the device driver
4,"Oh hellow Linux_mafia: thank you for your help, i aslo attempt that and it nonetheless doesn ' t work."
4,groovy doubt send us a decimetre for the deets colleenlicudine
4,we do advance the service but substantiate it could always be skillful apologies for the issue today kevin
4,All in all my flight of stairs from the present moment of balk in to when I land was an absolute incubus.
4,"i didnt install alpha i didnt break anything and the proftpd communication channel is dead, plus google wont help me"
4,"Both times my booking has been available online for 4 solar day, pending completion of transaction with my credit card, then it go away and I have to initiate concluded!"
4,"It has been totally supersede by the Scientific Method acting, which is the enceinte breakthrough of all time."
4,I paid for a return transferee and didn ' t need to spend time finding an Internet coffee shop or somewhere with wifi to sort something out that I thought I ' d be prebooked as I only have a short weekend trip out. .. please help!
4,Its a expensive holiday hence wherefore need to sleep with price so can deliver! !!
4,I sure enough pay enought for the ticket and don ' t see any intellect to give more money for something that never be money until now.
4,humanity i contain my data point on the first HD and there is no subject with that!
4,"My interrogation is, - most economic wayOR is there any other option? ???"
4,"My phratry has booked a vacation with the like travel agent but as 2 different engagement, one for us and the shaver, another for the in - laws!!"
4,"I was devastate, some so rarefied item, I defy not imagine about it."
4,"I want to be capable to see more colors, more than infra - cerise and ultra - violet; I ' m not talking about those inconspicuous colors, I ' m talkin real number colors!"
4,She ' s now asking Republic of fiji Airway for a refund to which they are prostrate out refusing to give her.
4,Strangely plenty we taxi flop on time and for the return flight we left about ten minutes late.
4,"Search over my flights, I ' m not very feeling confident and just wanted to check if I should go ahead with this flight of steps, or if I should be contacting American to see about a modification?"
4,"I like gentoo / portage. .. I think there should be a project that will allow portage to make debutante packages, since portage is an awing tool for compile - time configuration"
4,"I know times are hard, but wherefore do these companies insult our intelligence activity by claiming that the latest penny - crimp reducing in service is an betterment?"
4,are you grievous and yeah you can explain how something can be out of stock at a reduced price and as if by magic in descent the moment the price goes back up thats my egress here
4,dear i keep cxling a subscription order amp it keep re itself frustratedinbisbee
4,on the pitch macintosh for 2 minute and nobody is giving any information now we have change planes delta step up with 20000 notcool
4,Essentially the * same * thing bump on the coming back flight. .. except this time they enjoin they have absolutely no disk of her ticket and forced us to buy another one.
4,when supervisory program is hypothecate to call you backward within 24 hour and its been 5 years sprintfail worstcustomerservice
4,your rates are the reason why cable companies are going under you charge 45m for new customers but 104m for the same internet stop number for older valued customers cable television company like you are a prime example of legalized larceny forgetcable netflix hulu
4,"This is only $ 53 but the principle of the topic, I was not informed of the details of the charges to my credit notice, let alone the absolutely horrible service, I am sure this is in violation of some consumer protection act or travel factor enactment."
